NPC_PI,NPC_MOOD,PLAYER,NPC,SKLTRN,WoF,MECH,PLANTERA,GLM,LC,ML
positive,happy,What is the Shimmer?,"Ah, the Shimmer! A rare and mystical biome in Terraria, it's centered around Shimmer Liquid—a substance with transformative properties. Toss items into it to see them change into new forms or entirely different items. Discovering its secrets requires experimentation; some transformations are common, others rare and valuable. The Shimmer biome hides deep underground or in elusive locations, harboring unique creatures and mysteries. For alchemists and adventurers, it's a gateway to unlocking Terraria's deepest secrets. Keep an eye out for this shimmering marvel—it holds the power to magically transform your game!",0,0,0,0,0,0,0
positive,happy,Where can I find the Shimmer?,"Ah, the elusive Shimmer! Deep underground, it hides in Terraria's darkest depths. While not exclusive to Hardmode, it's easier to find with advanced mining tools post-Wall of Flesh. Explore thoroughly; look for glowing hints or rare Shimmer Liquid in chests or events. It’s a quest for the dedicated adventurer!",0,0,0,0,0,0,0
positive,happy,How do I use Shimmer?,"Ah, the Shimmer! Well done on discovering its magic! Here’s how to unlock its potential: Transform Items: Drop them into Shimmer Liquid to create new items or reverse certain transformations. Experimentation is key! Unique Recipes: Discover new recipes by trying different items. Some are common, others rare—keep experimenting! Creatures and NPCs: Watch how they transform when dropped into Shimmer. Be cautious—it’s unpredictable! Player Effects: Jump in for buffs or transformations, but beware its unpredictable nature. Decorate Your Base: Use Shimmer for a magical glow. It’s a potent resource—use it wisely for secrets and treasures! Happy shimmering, adventurer!",0,0,0,0,0,0,0
positive,happy,What items are worth getting in the Shimmer?,"Ah, the Shimmer's transformative magic! Worth tossing in: Life Crystals for Vital Crystals (health regen boost), Mana Crystals for Arcane Crystals (mana regen boost), ores for alternate versions, Mushroom Grass Seeds for Glowing Mushroom seeds (biome creation), herbs for Planter Box variants, and accessories for unique upgrades. Crates can improve fishing loot, tools can upgrade, and statues can spawn items. Potions offer upgraded effects. Experiment with different items for magical surprises!",0,0,0,0,0,0,0
neutral,neutral,What are some cool things I can find in the desert biome?,"In the desert biome of Terraria, you can discover several interesting and useful items: Pyramids: Occasionally, you'll find pyramids buried in the sand. These contain unique loot such as the Pharaoh's set, Sandstorm in a Bottle, and valuable treasures. Antlion Mandibles: Dropped by Antlions and Hornets, these are used to craft the Sandgun, an early-game ranged weapon that shoots sand projectiles. Fossils: Underground in the desert, fossils can be mined and used to craft the Bone Throwing Knife and Bone Javelin, which are throwable weapons. Scarab Bombs: These bombs are occasionally dropped by Antlions and are used as explosives, helpful for mining or dealing damage to enemies. Desert Spirit: These enemies drop the Forbidden Fragments, used to craft powerful Forbidden Armor and the Sand Elemental summoning item. Exploring the desert biome can yield unique items and challenges, adding variety and excitement to your adventures in Terraria.",0,0,0,0,0,0,0
neutral,neutral,What are some cool loot there?,"Explore the desert for valuable loot: Pharaoh's set for an Egyptian look, Sandstorm in a Bottle for mobility, Flying Carpet for flight, Magic Carpet as an alternative. Sandgun shoots sand projectiles, Forbidden Armor boosts magic, and the Scepter shoots homing bolts. Each enhances your abilities in Terraria's challenges. Happy exploring and may you find exciting desert loot!",0,0,0,0,0,0,0
positive,happy,I think I will go to the jungle first. Do you have any tips?,Explore the jungle with these tips: Bring healing and antidote potions. Watch for traps like Dart Traps; disarm them. Equip defensive armor and ranged weapons against tough enemies like Hornets and Man Eaters. Loot Jungle Shrines for items like Feral Claws. Gather Jungle Spores and Stingers for Jungle Armor and weapons. Explore cabins for loot like the Cloud in a Bottle. Find Life Crystals for health boosts. Challenge the Queen Bee for valuable drops. It’s a perilous but rewarding biome full of treasures. Good luck in the jungle!,0,0,0,0,0,0,0
neutral,neutral,"I encountered something in the snow, it seems to be a boss.","Ah, Deerclops! A boss in the Snow biome. Tips: Prepare healing potions and buffs like Iron Skin. Mobility items (Hermes Boots, Cloud in a Bottle) help dodge attacks. Build a platform arena with Campfires and Heart Lanterns for health regen. Use ranged weapons (Wand of Sparking, flaming arrows) or summoning items (Finch Staff, Slime Staff). Learn attack patterns to dodge ice spikes and projectiles. Defeating Deerclops yields valuable loot. Good luck mastering this snowy challenge!",0,0,0,0,0,0,0
neutral,neutral,I also encountered this weird red biome.,"Ah, the Crimson biome—a perilous domain in Terraria! Here’s the lowdown: Enemies like Face Monsters, Blood Crawlers, and Crimeras lurk here, so gear up for tough battles. Crimson Hearts yield valuable loot and can summon the Brain of Cthulhu. Mine Crimtane Ore for powerful gear. Vertebrae from enemies crafts the Bloody Spine, summoning the Brain of Cthulhu. Watch out for Blood Crawlers—they scale walls! Navigate deep chasms cautiously. Loot from Crimson Hearts includes the Undertaker and Crimson Heart. In Hardmode, tougher challenges await. The Crimson offers risks and rewards—explore wisely and prepare for its trials!",0,0,0,0,0,0,0
neutral,neutral,How do I break those Crimson Hearts?,"Breaking Crimson Hearts requires a hammer or explosives. Use any hammer—like Wooden or Copper for starters, or stronger ones like Lead or Silver for quicker results. Explosives like Bombs or Dynamite work too—just place them near the hearts and stand clear. Navigate Crimson chasms with ropes or platforms. Expect foes and prep with potions and armor. Breaking three Hearts summons the Brain of Cthulhu. Loot includes The Undertaker (gun), The Crimson Rod (magic weapon), or Panic Necklace (accessory). It's a risk for early power-ups—prepare well and watch out for what lurks in the Crimson!",0,0,0,0,0,0,0
positive,happy,I think I will explore the snow biome.,"Ah, the Snow biome—a frosty challenge awaits! Equip items like Ice Skates for mobility on icy terrain. Watch for Ice Slimes, Snow Flinxes, and Undead Vikings—they drop Ice and Snow Blocks for crafting. Seek Ice Chests underground for treasures like the Ice Boomerang and Ice Blade. Mine Iron, Lead, and rare gems in the snow’s depths. Fish Frozen Crates for rare loot and materials. Defeat Snow Flinxes for Flinx Fur, used to craft the Flinx Staff. Explore cabins for chests with goodies like the Blizzard in a Bottle. Beware the Deerclops boss for valuable loot. Embrace the Snow biome’s wonders and discover its icy treasures!",0,0,0,0,0,0,0
